"user_id","dish","dish_type","category","ingredient_1","ingredient_2","ingredient_3","rating"
"U1016","Chicken Majestic","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",2
"U1016","Fish tikka","Lunch and Dinner","Non-Vegeterian","fish"," yogurt"," spices",5
"U1047","Mixed Non-Veg Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," vegetables"," egg",4
"U1047","Shahi Tukda","Lunch and Dinner","Vegetarian","sweet"," milk"," bread",4
"U1047","Paneer 65","Lunch and Dinner","Vegetarian","paneer"," rice flour"," spices",5
"U1095","Mughlai Chicken Handi","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," ghee",3
"U1095","Butter Garlic Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",3
"U1095","Chicken Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,5
"U1034","Lacha Paratha","Lunch and Dinner","Vegetarian","flour"," ghee",NULL,1
"U1095","Mutton Awadhi Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," papaya"," spices",1
"U1034","Mixed Non-Veg Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," vegetables"," egg",5
"U1034","Gulab Jamun","Lunch and Dinner","Vegetarian","sweet"," milk"," ghee",4
"U1095","Chicken Pakora","Lunch and Dinner","Non-Vegeterian","chicken"," rice flour"," spices",4
"U1095","Ginger Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," spices"," pepper",1
"U1095","Chocolate Milkshake","Lunch and Dinner","Vegetarian","milk"," chocolate"," sweet",5
"U1007","Shahi Tukda","Lunch and Dinner","Vegetarian","sweet"," milk"," bread",4
"U1007","Gobi Manchurian","Lunch and Dinner","Vegetarian","corn flour"," vegetables"," sauce",1
"U1095","Kadaai Paneer","Lunch and Dinner","Vegetarian","paneer"," vegetables"," spices",1
"U1095","Veg Dumplings","Lunch and Dinner","Vegetarian","flour"," vegetables",NULL,2
"U1095","Pepper Mutton","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",1
"U1007","Gobi Manchurian","Lunch and Dinner","Vegetarian","corn flour"," vegetables"," sauce",2
"U1007","Golden Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",1
"U1007","Mutton 65 Pizza","Lunch and Dinner","Non-Vegeterian","mutton"," pizza"," cheese",5
"U1007","Lemon Rice","Lunch and Dinner","Vegetarian","rice"," lemon",NULL,5
"U1007","Chilli Fish","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",2
"U1078","Chocolate Milkshake","Lunch and Dinner","Vegetarian","milk"," chocolate"," sweet",3
"U1099","Butter Roti","Lunch and Dinner","Vegetarian","flour"," butter",NULL,1
"U1099","Cashew Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," cashew"," sauce",2
"U1008","Lacha Paratha","Lunch and Dinner","Vegetarian","flour"," ghee",NULL,2
"U1008","Paneer 65","Lunch and Dinner","Vegetarian","paneer"," rice flour"," spices",1
"U1099","Mutton 65","Lunch and Dinner","Non-Vegeterian","mutton"," rice flour"," spices",1
"U1099","Veg Pulao","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,1
"U1008","Butter Garlic Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",3
"U1099","Mughlai Chicken Handi","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," ghee",5
"U1008","Mango Kuzhambu","Lunch and Dinner","Vegetarian","mango",NULL,NULL,1
"U1008","Barbeque Chicken with Breast","Lunch and Dinner","Non-Vegeterian","chicken"," spices",NULL,3
"U1099","Veg Cutlet","Lunch and Dinner","Vegetarian","vegetables"," bread",NULL,5
"U1008","Farm Fresh Pizza","Lunch and Dinner","Vegetarian","pizza"," vegetables"," cheese",3
"U1099","Chicken Tandoori","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",1
"U1008","Bendekaayi Gojju (Ladys Finger Gravy)","Lunch and Dinner","Vegetarian","lady finger"," coconut"," pulses",2
"U1099","Moong daal Halwa","Lunch and Dinner","Vegetarian","sweet"," dal"," ghee",1
"U1099","Chilli Potatoes","Lunch and Dinner","Vegetarian","potato"," sauce"," cornflour",3
"U1099","Chicken Chettinad","Lunch and Dinner","Non-Vegeterian","chicken"," spices",NULL,4
"U1008","Mutton 65 Pizza","Lunch and Dinner","Non-Vegeterian","mutton"," pizza"," cheese",5
"U1008","Veg Dum Biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,2
"U1099","Lemon Rice","Lunch and Dinner","Vegetarian","rice"," lemon",NULL,5
"U1040","Paneer Amritsari Tikka","Lunch and Dinner","Vegetarian","paneer"," lemon"," spices",4
"U1040","Pepper Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," spices"," pepper",5
"U1040","Golden Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",4
"U1040","Murgh Tangdi Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," lemon",2
"U1121","Fish tikka","Lunch and Dinner","Non-Vegeterian","fish"," yogurt"," spices",4
"U1110","Mango Kuzhambu","Lunch and Dinner","Vegetarian","mango",NULL,NULL,2
"U1110","Mix-Veg Fried Rice","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,1
"U1110","Bendekaayi Gojju (Ladys Finger Gravy)","Lunch and Dinner","Vegetarian","lady finger"," coconut"," pulses",1
"U1110","Kadaai Paneer","Lunch and Dinner","Vegetarian","paneer"," vegetables"," spices",3
"U1121","Lacha Paratha","Lunch and Dinner","Vegetarian","flour"," ghee",NULL,2
"U1121","Paneer Amritsari Tikka","Lunch and Dinner","Vegetarian","paneer"," lemon"," spices",5
"U1121","Chicken Pulao","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,2
"U1042","Nihari Gosht","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," yogurt",1
"U1042","Mutton 65 Pizza","Lunch and Dinner","Non-Vegeterian","mutton"," pizza"," cheese",2
"U1042","Loose Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," spices",2
"U1013","Paneer Multani Tikka","Lunch and Dinner","Vegetarian","paneer","cheese","mushroom",5
"U1013","Haryali Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt"," spices",4
"U1013","Chocolate Milkshake","Lunch and Dinner","Vegetarian","milk"," chocolate"," sweet",4
"U1013","Chilli Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",1
"U1054","Mixed Non-Veg Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," vegetables"," egg",4
"U1054","Chicken Kheema Balls Pizza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",1
"U1054","Loose Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," spices",5
"U1054","Chicken 65","Lunch and Dinner","Non-Vegeterian","chicken"," rice flour"," spices",3
"U1054","Bendekaayi Gojju (Ladys Finger Gravy)","Lunch and Dinner","Vegetarian","lady finger"," coconut"," pulses",3
"U1054","Mixed Non-Veg Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," vegetables"," egg",2
"U1054","Butter Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," butter",3
"U1054","Veg Dumplings","Lunch and Dinner","Vegetarian","flour"," vegetables",NULL,4
"U1054","Paneer Pulao","Lunch and Dinner","Vegetarian","rice"," paneer",NULL,2
"U1054","Chicken Korma","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",3
"U1054","Prawns Fry","Lunch and Dinner","Non-Vegeterian","fish"," prawns"," yogurt",2
"U1042","Prawns Biryani","Lunch and Dinner","Non-Vegeterian","rice"," prawns",NULL,4
"U1042","Arachu Vitta Sambar","Lunch and Dinner","Vegetarian","vegetables"," dal"," sambar powder ",3
"U1111","Pepper Mutton","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",1
"U1111","Paneer Multani Tikka","Lunch and Dinner","Vegetarian","paneer","cheese","mushroom",3
"U1111","Chilli Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",5
"U1111","Chicken Madagascar","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",2
"U1111","Chicken RR","Lunch and Dinner","Non-Vegeterian","chicken"," pasta"," sauce",3
"U1037","Virgin Mojito","Lunch and Dinner","Vegetarian","soda"," lemon",NULL,3
"U1111","Mutton Pepper Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",5
"U1111","Chilli Mushroom","Lunch and Dinner","Vegetarian","mushroom"," corn flour"," sauce",5
"U1111","Chocolate Pastry","Lunch and Dinner","Vegetarian","sweet"," chocolate"," milk",1
"U1037","Shahi Tukda","Lunch and Dinner","Vegetarian","sweet"," milk"," bread",5
"U1111","Mushroom Malai Tikka","Lunch and Dinner","Vegetarian","mushroom"," cream"," spices",4
"U1037","Loose Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," spices",2
"U1111","Paneer 65","Lunch and Dinner","Vegetarian","paneer"," rice flour"," spices",5
"U1111","Ginger Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," spices"," pepper",1
"U1037","Cashew Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," cashew"," sauce",2
"U1015","Fruit cream","Lunch and Dinner","Vegetarian","sweet"," fruits"," cream",1
"U1015","Ginger Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," spices"," pepper",3
"U1015","Prawns Manchurian","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",1
"U1015","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,1
"U1015","Fruit cream","Lunch and Dinner","Vegetarian","sweet"," fruits"," cream",5
"U1015","Chicken Fry","Lunch and Dinner","Non-Vegeterian","chicken"," egg"," flour",4
"U1015","Chocolate Milkshake","Lunch and Dinner","Vegetarian","milk"," chocolate"," sweet",2
"U1128","Crispy Corn","Lunch and Dinner","Vegetarian","corn"," corn flour"," spices",5
"U1062","Veg Dumplings","Lunch and Dinner","Vegetarian","flour"," vegetables",NULL,1
"U1101","Lacha Paratha","Lunch and Dinner","Vegetarian","flour"," ghee",NULL,3
"U1101","Fresh Lime Soda","Lunch and Dinner","Vegetarian","lemon"," soda",NULL,2
"U1101","Chilli Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",2
"U1101","Chicken Tikka Dry","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",5
"U1101","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",5
"U1101","Mutton RR","Lunch and Dinner","Non-Vegeterian","mutton"," pasta"," sauce",2
"U1101","Plain Roti","Lunch and Dinner","Vegetarian","flour"," water",NULL,4
"U1101","Barbeque Chicken with Breast","Lunch and Dinner","Non-Vegeterian","chicken"," spices",NULL,4
"U1101","Veg Dumplings","Lunch and Dinner","Vegetarian","flour"," vegetables",NULL,3
"U1101","Ice Tea","Lunch and Dinner","Vegetarian","tea"," sweet"," lemon",4
"U1001","Chilli Mushroom","Lunch and Dinner","Vegetarian","mushroom"," corn flour"," sauce",4
"U1001","Golden Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",2
"U1001","Fresh Lime Soda","Lunch and Dinner","Vegetarian","lemon"," soda",NULL,2
"U1001","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",5
"U1001","Chocolate Pastry","Lunch and Dinner","Vegetarian","sweet"," chocolate"," milk",1
"U1001","Chicken Korma","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",5
"U1001","Lassi","Lunch and Dinner","Vegetarian","milk"," sweet"," curd",4
"U1135","Mutton Seekh Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," egg",4
"U1135","Seekh Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," yogurt"," spices",1
"U1135","Chilli Mushroom","Lunch and Dinner","Vegetarian","mushroom"," corn flour"," sauce",5
"U1135","Plain Dosa","Lunch and Dinner","Vegetarian","black gram"," rice",NULL,1
"U1032","Aloo Gobi Masala","Lunch and Dinner","Vegetarian","vegetables"," spices"," potato",5
"U1032","Malai Kulfi","Lunch and Dinner","Vegetarian","sweet"," milk"," cream",3
"U1032","Gulab Jamun","Lunch and Dinner","Vegetarian","sweet"," milk"," ghee",2
"U1032","South Indian Chicken masala","Lunch and Dinner","Non-Vegeterian","chicken"," coconut mik "," spices",4
"U1032","Mutton Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,5
"U1032","Loose Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," spices",3
"U1135","Mixed Non-Veg Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," vegetables"," egg",3
"U1135","Mutton Biryani","Lunch and Dinner","Non-Vegeterian","rice"," mutton",NULL,3
"U1032","Mutton Kofte","Lunch and Dinner","Non-Vegeterian","mutton"," yogurt"," spices",3
"U1032","Shahi Tukda","Lunch and Dinner","Vegetarian","sweet"," milk"," bread",5
"U1032","Haryali Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt"," spices",2
"U1135","Veg Pulao","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,4
"U1032","Chilli Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",4
"U1135","Vanilla Milkshake","Lunch and Dinner","Vegetarian","milk"," vanilla"," sweet",2
"U1135","Mushroom Malai Tikka","Lunch and Dinner","Vegetarian","mushroom"," cream"," spices",5
"U1135","Veg Pulao","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,5
"U1135","Chilli Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",1
"U1135","Mix Veg Curry","Lunch and Dinner","Vegetarian","vegetables"," spices",NULL,1
"U1135","Loose Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," spices",3
"U1135","Avial with Kerala Red Rice","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,5
"U1048","Chicken 65","Lunch and Dinner","Non-Vegeterian","chicken"," rice flour"," spices",5
"U1048","Fish Biryani","Lunch and Dinner","Non-Vegeterian","fish"," rice",NULL,3
"U1048","Fish Fry","Lunch and Dinner","Non-Vegeterian","fish"," spices"," lemon",4
"U1048","Butter Naan","Lunch and Dinner","Vegetarian","flour"," butter",NULL,2
"U1048","Jeera Rice","Lunch and Dinner","Vegetarian","rice",NULL,NULL,3
"U1048","Shahi Tukda","Lunch and Dinner","Vegetarian","sweet"," milk"," bread",2
"U1048","Corn Cheese Pizza","Lunch and Dinner","Vegetarian","corn"," pizza"," cheese",3
"U1062","Pepper Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," spices"," pepper",5
"U1062","Pepper Mutton","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",3
"U1092","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,3
"U1062","Mushroom Tikka","Lunch and Dinner","Vegetarian","mushroom"," yogurt"," spices",4
"U1092","Prawns Fry","Lunch and Dinner","Non-Vegeterian","fish"," prawns"," yogurt",5
"U1062","Veg Dumplings","Lunch and Dinner","Vegetarian","flour"," vegetables",NULL,5
"U1092","Corn Cheese Pizza","Lunch and Dinner","Vegetarian","corn"," pizza"," cheese",2
"U1062","Chicken Dum Biryani","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,2
"U1092","Moong daal Halwa","Lunch and Dinner","Vegetarian","sweet"," dal"," ghee",1
"U1062","Chicken RR","Lunch and Dinner","Non-Vegeterian","chicken"," pasta"," sauce",4
"U1062","Ice-cream","Lunch and Dinner","Vegetarian","sweet"," milk",NULL,5
"U1092","Dal Tadka","Lunch and Dinner","Vegetarian","pulses",NULL,NULL,4
"U1062","Chicken Tikka Dry","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",5
"U1092","Mutton 65 Pizza","Lunch and Dinner","Non-Vegeterian","mutton"," pizza"," cheese",5
"U1051","Murgh Tangdi Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," lemon",2
"U1013","Haryali Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt"," spices",1
"U1085","Paneer Achari","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",4
"U1085","Chilli Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",3
"U1085","Pepper Garlic Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," vegetables ",3
"U1085","Plain Naan","Lunch and Dinner","Vegetarian","flour",NULL,NULL,3
"U1085","Matar Pulao","Lunch and Dinner","Vegetarian","rice",NULL,NULL,1
"U1109","Vanilla Milkshake","Lunch and Dinner","Vegetarian","milk"," vanilla"," sweet",3
"U1109","Hyderabadi Keema","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,5
"U1085","Veg Dum Biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,2
"U1085","Golden Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",3
"U1109","South Indian Chicken masala","Lunch and Dinner","Non-Vegeterian","chicken"," coconut mik "," spices",3
"U1085","Chocolate Milkshake","Lunch and Dinner","Vegetarian","milk"," chocolate"," sweet",4
"U1085","Paneer Pulao","Lunch and Dinner","Vegetarian","rice"," paneer",NULL,1
"U1109","Murgh Tangdi Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," lemon",2
"U1085","Crispy Corn","Lunch and Dinner","Vegetarian","corn"," corn flour"," spices",1
"U1109","Malai Kulfi","Lunch and Dinner","Vegetarian","sweet"," milk"," cream",5
"U1109","Chicken Madagascar","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",1
"U1109","Golden Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",5
"U1109","Mutton Awadhi Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," papaya"," spices",1
"U1109","Baby Corn","Lunch and Dinner","Vegetarian","corn"," corn flour"," sauce",5
"U1109","Veg biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,5
"U1078","Prawns Biryani","Lunch and Dinner","Non-Vegeterian","rice"," prawns",NULL,5
"U1078","Mango Kuzhambu","Lunch and Dinner","Vegetarian","mango",NULL,NULL,5
"U1078","Butter Roti","Lunch and Dinner","Vegetarian","flour"," butter",NULL,3
"U1078","Fruit cream","Lunch and Dinner","Vegetarian","sweet"," fruits"," cream",5
"U1078","Butter Roti","Lunch and Dinner","Vegetarian","flour"," butter",NULL,1
"U1078","Veg biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,4
"U1019","Veg biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,1
"U1102","Lemon Rice","Lunch and Dinner","Vegetarian","rice"," lemon",NULL,5
"U1098","Chilli Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",2
"U1098","Chilli Mushroom","Lunch and Dinner","Vegetarian","mushroom"," corn flour"," sauce",2
"U1098","Veg Manchurian","Lunch and Dinner","Vegetarian","vegetables"," corn flour"," sauce",1
"U1046","Mix Veg Curry","Lunch and Dinner","Vegetarian","vegetables"," spices",NULL,3
"U1122","Jeera Rice","Lunch and Dinner","Vegetarian","rice",NULL,NULL,4
"U1122","Chicken RR","Lunch and Dinner","Non-Vegeterian","chicken"," pasta"," sauce",5
"U1122","Jeera Rice","Lunch and Dinner","Vegetarian","rice",NULL,NULL,3
"U1122","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",4
"U1122","Mutton Dum Biryani","Lunch and Dinner","Non-Vegeterian","rice"," mutton",NULL,2
"U1122","Mushroom Malai Tikka","Lunch and Dinner","Vegetarian","mushroom"," cream"," spices",5
"U1122","Veg Spring Rolls","Lunch and Dinner","Vegetarian","vegetables"," flour"," flour",3
"U1122","Prawns Fry","Lunch and Dinner","Non-Vegeterian","fish"," prawns"," yogurt",1
"U1122","Chicken Tikka Dry","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",2
"U1122","Ice Tea","Lunch and Dinner","Vegetarian","tea"," sweet"," lemon",3
"U1122","Avial with Kerala Red Rice","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,4
"U1122","Prawns Fry","Lunch and Dinner","Non-Vegeterian","fish"," prawns"," yogurt",4
"U1138","Chicken Seekh Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",5
"U1138","Mutton 65","Lunch and Dinner","Non-Vegeterian","mutton"," rice flour"," spices",5
"U1138","Mughlai Chicken Handi","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," ghee",4
"U1013","Chicken Majestic","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",4
"U1098","Veg Manchurian","Lunch and Dinner","Vegetarian","vegetables"," corn flour"," sauce",2
"U1098","Pepper Mutton","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",3
"U1098","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",5
"U1098","Gulab Jamun","Lunch and Dinner","Vegetarian","sweet"," milk"," ghee",4
"U1098","Paneer Butter Masala","Lunch and Dinner","Vegetarian","paneer"," spices"," cream",1
"U1098","Veg Platter","Lunch and Dinner","Vegetarian","vegetables"," yogurt"," lemon",5
"U1098","Moong daal Halwa","Lunch and Dinner","Vegetarian","sweet"," dal"," ghee",4
"U1098","Carrot Halwa","Lunch and Dinner","Vegetarian","sweet"," carrot"," ghee",2
"U1098","Moong daal Halwa","Lunch and Dinner","Vegetarian","sweet"," dal"," ghee",5
"U1034","Chicken Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,3
"U1034","Bharwa Aloo","Lunch and Dinner","Vegetarian","potato"," cheese"," spices ",2
"U1034","Veg Pulao","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,4
"U1033","Veg Cutlet","Lunch and Dinner","Vegetarian","vegetables"," bread",NULL,5
"U1033","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",3
"U1033","Nihari Gosht","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," yogurt",1
"U1033","Veg Dumplings","Lunch and Dinner","Vegetarian","flour"," vegetables",NULL,5
"U1033","Kadaai Paneer","Lunch and Dinner","Vegetarian","paneer"," vegetables"," spices",2
"U1033","Virgin Mojito","Lunch and Dinner","Vegetarian","soda"," lemon",NULL,2
"U1033","Baby Corn","Lunch and Dinner","Vegetarian","corn"," corn flour"," sauce",1
"U1033","Fish Biryani","Lunch and Dinner","Non-Vegeterian","fish"," rice",NULL,3
"U1033","Bendekaayi Gojju (Ladys Finger Gravy)","Lunch and Dinner","Vegetarian","lady finger"," coconut"," pulses",3
"U1033","Chicken Madagascar","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",1
"U1033","Murgh Tangdi Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," lemon",2
"U1089","Chicken Madagascar","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",4
"U1089","Lemon Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," lemon"," spices",5
"U1089","Chicken Dum Biryani","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,2
"U1089","Nihari Gosht","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," yogurt",1
"U1003","Chicken Chettinad","Lunch and Dinner","Non-Vegeterian","chicken"," spices",NULL,1
"U1089","Mix Veg Curry","Lunch and Dinner","Vegetarian","vegetables"," spices",NULL,4
"U1003","Chicken Drum Sticks","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",2
"U1089","Bharwa Aloo","Lunch and Dinner","Vegetarian","potato"," cheese"," spices ",1
"U1003","Corn Cheese Pizza","Lunch and Dinner","Vegetarian","corn"," pizza"," cheese",3
"U1089","Veg Kofta","Lunch and Dinner","Vegetarian","vegetables"," flour"," spices",3
"U1003","Chilli Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",5
"U1089","Chocolate Milkshake","Lunch and Dinner","Vegetarian","milk"," chocolate"," sweet",3
"U1089","Plain Naan","Lunch and Dinner","Vegetarian","flour",NULL,NULL,2
"U1003","Mutton Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,3
"U1089","Vanilla Milkshake","Lunch and Dinner","Vegetarian","milk"," vanilla"," sweet",5
"U1089","Prawns Manchurian","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",2
"U1003","Veg Dum Biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,3
"U1089","Chicken Dum Biryani","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,1
"U1089","Lemon Rice","Lunch and Dinner","Vegetarian","rice"," lemon",NULL,1
"U1003","Ginger Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," spices"," pepper",1
"U1091","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",2
"U1091","Tandoori Fish","Lunch and Dinner","Non-Vegeterian","fish"," yogurt"," spices",5
"U1089","Cashew Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," cashew"," sauce",2
"U1003","Chilli Potatoes","Lunch and Dinner","Vegetarian","potato"," sauce"," cornflour",3
"U1091","Pepper Garlic Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," vegetables ",2
"U1003","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",5
"U1091","Chicken Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,1
"U1003","Arachu Vitta Sambar","Lunch and Dinner","Vegetarian","vegetables"," dal"," sambar powder ",1
"U1091","Prawns Fry","Lunch and Dinner","Non-Vegeterian","fish"," prawns"," yogurt",4
"U1003","Veg Pakora","Lunch and Dinner","Vegetarian","vegetables"," flour ",NULL,5
"U1027","Mutton Pepper Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",2
"U1091","Chicken Fry","Lunch and Dinner","Non-Vegeterian","chicken"," egg"," flour",3
"U1027","Golden Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",2
"U1091","Shahi Tukda","Lunch and Dinner","Vegetarian","sweet"," milk"," bread",4
"U1027","Mushroom Masala","Lunch and Dinner","Vegetarian","mushroom"," spices",NULL,2
"U1091","Fresh Lime Soda","Lunch and Dinner","Vegetarian","lemon"," soda",NULL,1
"U1091","Aloo Gobi Masala","Lunch and Dinner","Vegetarian","vegetables"," spices"," potato",2
"U1027","Mutton Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,5
"U1027","Mutton Awadhi Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," papaya"," spices",3
"U1027","Mutton RR","Lunch and Dinner","Non-Vegeterian","mutton"," pasta"," sauce",1
"U1027","Mix-Veg Fried Rice","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,3
"U1027","Paneer Multani Tikka","Lunch and Dinner","Vegetarian","paneer","cheese","mushroom",4
"U1027","Mutton Seekh Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," egg",5
"U1027","Carrot Halwa","Lunch and Dinner","Vegetarian","sweet"," carrot"," ghee",2
"U1027","Lacha Paratha","Lunch and Dinner","Vegetarian","flour"," ghee",NULL,3
"U1029","Chicken Roast","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",3
"U1029","Veg Pulao","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,1
"U1029","Lassi","Lunch and Dinner","Vegetarian","milk"," sweet"," curd",1
"U1029","Fish Biryani","Lunch and Dinner","Non-Vegeterian","fish"," rice",NULL,2
